time,E-BGM,E-BVW,E-BWK,E-BSL,E-BMR,E-CST,E-DIM,E-DOD,E-DTC,E-EEM,E-EHV,E-ENS,E-GER,E-HGL,E-KIJ,E-LLS,E-LSM,E-MBT,E-MVL,E-MEE,E-OZN,E-OHK,E-RIL,E-SMH,E-TIL,E-VVL,E-VHZ,E-WTR,E-WEW,E-WES,E-ZYV,E-ZWO,E-BRK
2040-06-10 03:00:00,0.3406,0,0,0,0,0,0,0.3406,0.3406,0.3406,0,0.3406,0,0,0,0.3406,0.3406,0.3406,0,0.3406,0,0.3406,0,0,0,0.3406,0,0,0.3406,0,0.3406,0,0
2040-06-10 04:00:00,0.317,0,0,0,0,0,0,0.317,0.317,0.317,0,0.317,0,0,0,0.317,0.317,0.317,0,0.317,0,0.317,0,0,0,0.317,0,0,0.317,0,0.317,0,0
2040-06-10 05:00:00,0.3205,0,0,0,0,0,0,0.3205,0.3205,0.3205,0,0.3205,0,0,0,0.3205,0.3205,0.3205,0,0.3205,0,0.3205,0,0,0,0.3205,0,0,0.3205,0,0.3205,0,0
2040-06-10 06:00:00,0.3485,0,0,0,0,0,0,0.3485,0.3485,0.3485,0,0.3485,0,0,0,0.3485,0.3485,0.3485,0,0.3485,0,0.3485,0,0,0,0.3485,0,0,0.3485,0,0.3485,0,0
2040-06-10 07:00:00,0.3518,0,0,0,0,0,0,0.3518,0.3518,0.3518,0,0.3518,0,0,0,0.3518,0.3518,0.3518,0,0.3518,0,0.3518,0,0,0,0.3518,0,0,0.3518,0,0.3518,0,0
2040-06-10 08:00:00,0.3712,0,0,0,0,0,0,0.3712,0.3712,0.3712,0,0.3712,0,0,0,0.3712,0.3712,0.3712,0,0.3712,0,0.3712,0,0,0,0.3712,0,0,0.3712,0,0.3712,0,0
2040-06-10 09:00:00,0.3893,0,0,0,0,0,0,0.3893,0.3893,0.3893,0,0.3893,0,0,0,0.3893,0.3893,0.3893,0,0.3893,0,0.3893,0,0,0,0.3893,0,0,0.3893,0,0.3893,0,0
2040-06-10 10:00:00,0.3989,0,0,0,0,0,0,0.3989,0.3989,0.3989,0,0.3989,0,0,0,0.3989,0.3989,0.3989,0,0.3989,0,0.3989,0,0,0,0.3989,0,0,0.3989,0,0.3989,0,0
2040-06-10 11:00:00,0.3955,0,0,0,0,0,0,0.3955,0.3955,0.3955,0,0.3955,0,0,0,0.3955,0.3955,0.3955,0,0.3955,0,0.3955,0,0,0,0.3955,0,0,0.3955,0,0.3955,0,0
2040-06-10 12:00:00,0.3957,0,0,0,0,0,0,0.3957,0.3957,0.3957,0,0.3957,0,0,0,0.3957,0.3957,0.3957,0,0.3957,0,0.3957,0,0,0,0.3957,0,0,0.3957,0,0.3957,0,0
2040-06-10 13:00:00,0.3747,0,0,0,0,0,0,0.3747,0.3747,0.3747,0,0.3747,0,0,0,0.3747,0.3747,0.3747,0,0.3747,0,0.3747,0,0,0,0.3747,0,0,0.3747,0,0.3747,0,0
2040-06-10 14:00:00,0.3614,0,0,0,0,0,0,0.3614,0.3614,0.3614,0,0.3614,0,0,0,0.3614,0.3614,0.3614,0,0.3614,0,0.3614,0,0,0,0.3614,0,0,0.3614,0,0.3614,0,0
2040-06-10 15:00:00,0.386,0,0,0,0,0,0,0.386,0.386,0.386,0,0.386,0,0,0,0.386,0.386,0.386,0,0.386,0,0.386,0,0,0,0.386,0,0,0.386,0,0.386,0,0
2040-06-10 16:00:00,0.4236,0,0,0,0,0,0,0.4236,0.4236,0.4236,0,0.4236,0,0,0,0.4236,0.4236,0.4236,0,0.4236,0,0.4236,0,0,0,0.4236,0,0,0.4236,0,0.4236,0,0
2040-06-10 17:00:00,0.4388,0,0,0,0,0,0,0.4388,0.4388,0.4388,0,0.4388,0,0,0,0.4388,0.4388,0.4388,0,0.4388,0,0.4388,0,0,0,0.4388,0,0,0.4388,0,0.4388,0,0
2040-06-10 18:00:00,0.4091,0,0,0,0,0,0,0.4091,0.4091,0.4091,0,0.4091,0,0,0,0.4091,0.4091,0.4091,0,0.4091,0,0.4091,0,0,0,0.4091,0,0,0.4091,0,0.4091,0,0
2040-06-10 19:00:00,0.35,0,0,0,0,0,0,0.35,0.35,0.35,0,0.35,0,0,0,0.35,0.35,0.35,0,0.35,0,0.35,0,0,0,0.35,0,0,0.35,0,0.35,0,0
2040-06-10 20:00:00,0.257,0,0,0,0,0,0,0.257,0.257,0.257,0,0.257,0,0,0,0.257,0.257,0.257,0,0.257,0,0.257,0,0,0,0.257,0,0,0.257,0,0.257,0,0
2040-06-10 21:00:00,0.1551,0,0,0,0,0,0,0.1551,0.1551,0.1551,0,0.1551,0,0,0,0.1551,0.1551,0.1551,0,0.1551,0,0.1551,0,0,0,0.1551,0,0,0.1551,0,0.1551,0,0
2040-06-10 22:00:00,0.0707,0,0,0,0,0,0,0.0707,0.0707,0.0707,0,0.0707,0,0,0,0.0707,0.0707,0.0707,0,0.0707,0,0.0707,0,0,0,0.0707,0,0,0.0707,0,0.0707,0,0
2040-06-10 23:00:00,0.0152,0,0,0,0,0,0,0.0152,0.0152,0.0152,0,0.0152,0,0,0,0.0152,0.0152,0.0152,0,0.0152,0,0.0152,0,0,0,0.0152,0,0,0.0152,0,0.0152,0,0
2040-06-11 00:00:00,0.0032,0,0,0,0,0,0,0.0032,0.0032,0.0032,0,0.0032,0,0,0,0.0032,0.0032,0.0032,0,0.0032,0,0.0032,0,0,0,0.0032,0,0,0.0032,0,0.0032,0,0
2040-06-11 01:00:00,0.0082,0,0,0,0,0,0,0.0082,0.0082,0.0082,0,0.0082,0,0,0,0.0082,0.0082,0.0082,0,0.0082,0,0.0082,0,0,0,0.0082,0,0,0.0082,0,0.0082,0,0
2040-06-11 02:00:00,0.0261,0,0,0,0,0,0,0.0261,0.0261,0.0261,0,0.0261,0,0,0,0.0261,0.0261,0.0261,0,0.0261,0,0.0261,0,0,0,0.0261,0,0,0.0261,0,0.0261,0,0
2040-06-11 03:00:00,0.0501,0,0,0,0,0,0,0.0501,0.0501,0.0501,0,0.0501,0,0,0,0.0501,0.0501,0.0501,0,0.0501,0,0.0501,0,0,0,0.0501,0,0,0.0501,0,0.0501,0,0
2040-06-11 04:00:00,0.0648,0,0,0,0,0,0,0.0648,0.0648,0.0648,0,0.0648,0,0,0,0.0648,0.0648,0.0648,0,0.0648,0,0.0648,0,0,0,0.0648,0,0,0.0648,0,0.0648,0,0
2040-06-11 05:00:00,0.0765,0,0,0,0,0,0,0.0765,0.0765,0.0765,0,0.0765,0,0,0,0.0765,0.0765,0.0765,0,0.0765,0,0.0765,0,0,0,0.0765,0,0,0.0765,0,0.0765,0,0
2040-06-11 06:00:00,0.1047,0,0,0,0,0,0,0.1047,0.1047,0.1047,0,0.1047,0,0,0,0.1047,0.1047,0.1047,0,0.1047,0,0.1047,0,0,0,0.1047,0,0,0.1047,0,0.1047,0,0
2040-06-11 07:00:00,0.1671,0,0,0,0,0,0,0.1671,0.1671,0.1671,0,0.1671,0,0,0,0.1671,0.1671,0.1671,0,0.1671,0,0.1671,0,0,0,0.1671,0,0,0.1671,0,0.1671,0,0
2040-06-11 08:00:00,0.2271,0,0,0,0,0,0,0.2271,0.2271,0.2271,0,0.2271,0,0,0,0.2271,0.2271,0.2271,0,0.2271,0,0.2271,0,0,0,0.2271,0,0,0.2271,0,0.2271,0,0
2040-06-11 09:00:00,0.227,0,0,0,0,0,0,0.227,0.227,0.227,0,0.227,0,0,0,0.227,0.227,0.227,0,0.227,0,0.227,0,0,0,0.227,0,0,0.227,0,0.227,0,0
2040-06-11 10:00:00,0.2001,0,0,0,0,0,0,0.2001,0.2001,0.2001,0,0.2001,0,0,0,0.2001,0.2001,0.2001,0,0.2001,0,0.2001,0,0,0,0.2001,0,0,0.2001,0,0.2001,0,0
2040-06-11 11:00:00,0.1828,0,0,0,0,0,0,0.1828,0.1828,0.1828,0,0.1828,0,0,0,0.1828,0.1828,0.1828,0,0.1828,0,0.1828,0,0,0,0.1828,0,0,0.1828,0,0.1828,0,0
2040-06-11 12:00:00,0.1744,0,0,0,0,0,0,0.1744,0.1744,0.1744,0,0.1744,0,0,0,0.1744,0.1744,0.1744,0,0.1744,0,0.1744,0,0,0,0.1744,0,0,0.1744,0,0.1744,0,0
2040-06-11 13:00:00,0.1629,0,0,0,0,0,0,0.1629,0.1629,0.1629,0,0.1629,0,0,0,0.1629,0.1629,0.1629,0,0.1629,0,0.1629,0,0,0,0.1629,0,0,0.1629,0,0.1629,0,0
2040-06-11 14:00:00,0.1433,0,0,0,0,0,0,0.1433,0.1433,0.1433,0,0.1433,0,0,0,0.1433,0.1433,0.1433,0,0.1433,0,0.1433,0,0,0,0.1433,0,0,0.1433,0,0.1433,0,0
2040-06-11 15:00:00,0.1298,0,0,0,0,0,0,0.1298,0.1298,0.1298,0,0.1298,0,0,0,0.1298,0.1298,0.1298,0,0.1298,0,0.1298,0,0,0,0.1298,0,0,0.1298,0,0.1298,0,0
2040-06-11 16:00:00,0.1048,0,0,0,0,0,0,0.1048,0.1048,0.1048,0,0.1048,0,0,0,0.1048,0.1048,0.1048,0,0.1048,0,0.1048,0,0,0,0.1048,0,0,0.1048,0,0.1048,0,0
2040-06-11 17:00:00,0.0754,0,0,0,0,0,0,0.0754,0.0754,0.0754,0,0.0754,0,0,0,0.0754,0.0754,0.0754,0,0.0754,0,0.0754,0,0,0,0.0754,0,0,0.0754,0,0.0754,0,0
2040-06-11 18:00:00,0.0585,0,0,0,0,0,0,0.0585,0.0585,0.0585,0,0.0585,0,0,0,0.0585,0.0585,0.0585,0,0.0585,0,0.0585,0,0,0,0.0585,0,0,0.0585,0,0.0585,0,0
2040-06-11 19:00:00,0.0415,0,0,0,0,0,0,0.0415,0.0415,0.0415,0,0.0415,0,0,0,0.0415,0.0415,0.0415,0,0.0415,0,0.0415,0,0,0,0.0415,0,0,0.0415,0,0.0415,0,0
2040-06-11 20:00:00,0.0262,0,0,0,0,0,0,0.0262,0.0262,0.0262,0,0.0262,0,0,0,0.0262,0.0262,0.0262,0,0.0262,0,0.0262,0,0,0,0.0262,0,0,0.0262,0,0.0262,0,0
2040-06-11 21:00:00,0.0183,0,0,0,0,0,0,0.0183,0.0183,0.0183,0,0.0183,0,0,0,0.0183,0.0183,0.0183,0,0.0183,0,0.0183,0,0,0,0.0183,0,0,0.0183,0,0.0183,0,0
2040-06-11 22:00:00,0.0135,0,0,0,0,0,0,0.0135,0.0135,0.0135,0,0.0135,0,0,0,0.0135,0.0135,0.0135,0,0.0135,0,0.0135,0,0,0,0.0135,0,0,0.0135,0,0.0135,0,0
2040-06-11 23:00:00,0.0044,0,0,0,0,0,0,0.0044,0.0044,0.0044,0,0.0044,0,0,0,0.0044,0.0044,0.0044,0,0.0044,0,0.0044,0,0,0,0.0044,0,0,0.0044,0,0.0044,0,0
2040-06-12 00:00:00,0.0041,0,0,0,0,0,0,0.0041,0.0041,0.0041,0,0.0041,0,0,0,0.0041,0.0041,0.0041,0,0.0041,0,0.0041,0,0,0,0.0041,0,0,0.0041,0,0.0041,0,0
2040-06-12 01:00:00,0.0123,0,0,0,0,0,0,0.0123,0.0123,0.0123,0,0.0123,0,0,0,0.0123,0.0123,0.0123,0,0.0123,0,0.0123,0,0,0,0.0123,0,0,0.0123,0,0.0123,0,0
2040-06-12 02:00:00,0.0197,0,0,0,0,0,0,0.0197,0.0197,0.0197,0,0.0197,0,0,0,0.0197,0.0197,0.0197,0,0.0197,0,0.0197,0,0,0,0.0197,0,0,0.0197,0,0.0197,0,0
2040-06-12 03:00:00,0.0278,0,0,0,0,0,0,0.0278,0.0278,0.0278,0,0.0278,0,0,0,0.0278,0.0278,0.0278,0,0.0278,0,0.0278,0,0,0,0.0278,0,0,0.0278,0,0.0278,0,0
2040-06-12 04:00:00,0.0368,0,0,0,0,0,0,0.0368,0.0368,0.0368,0,0.0368,0,0,0,0.0368,0.0368,0.0368,0,0.0368,0,0.0368,0,0,0,0.0368,0,0,0.0368,0,0.0368,0,0
2040-06-12 05:00:00,0.0351,0,0,0,0,0,0,0.0351,0.0351,0.0351,0,0.0351,0,0,0,0.0351,0.0351,0.0351,0,0.0351,0,0.0351,0,0,0,0.0351,0,0,0.0351,0,0.0351,0,0
2040-06-12 06:00:00,0.0397,0,0,0,0,0,0,0.0397,0.0397,0.0397,0,0.0397,0,0,0,0.0397,0.0397,0.0397,0,0.0397,0,0.0397,0,0,0,0.0397,0,0,0.0397,0,0.0397,0,0
2040-06-12 07:00:00,0.0496,0,0,0,0,0,0,0.0496,0.0496,0.0496,0,0.0496,0,0,0,0.0496,0.0496,0.0496,0,0.0496,0,0.0496,0,0,0,0.0496,0,0,0.0496,0,0.0496,0,0
2040-06-12 08:00:00,0.0751,0,0,0,0,0,0,0.0751,0.0751,0.0751,0,0.0751,0,0,0,0.0751,0.0751,0.0751,0,0.0751,0,0.0751,0,0,0,0.0751,0,0,0.0751,0,0.0751,0,0
2040-06-12 09:00:00,0.1292,0,0,0,0,0,0,0.1292,0.1292,0.1292,0,0.1292,0,0,0,0.1292,0.1292,0.1292,0,0.1292,0,0.1292,0,0,0,0.1292,0,0,0.1292,0,0.1292,0,0
2040-06-12 10:00:00,0.1707,0,0,0,0,0,0,0.1707,0.1707,0.1707,0,0.1707,0,0,0,0.1707,0.1707,0.1707,0,0.1707,0,0.1707,0,0,0,0.1707,0,0,0.1707,0,0.1707,0,0
2040-06-12 11:00:00,0.1866,0,0,0,0,0,0,0.1866,0.1866,0.1866,0,0.1866,0,0,0,0.1866,0.1866,0.1866,0,0.1866,0,0.1866,0,0,0,0.1866,0,0,0.1866,0,0.1866,0,0
2040-06-12 12:00:00,0.1689,0,0,0,0,0,0,0.1689,0.1689,0.1689,0,0.1689,0,0,0,0.1689,0.1689,0.1689,0,0.1689,0,0.1689,0,0,0,0.1689,0,0,0.1689,0,0.1689,0,0
2040-06-12 13:00:00,0.1349,0,0,0,0,0,0,0.1349,0.1349,0.1349,0,0.1349,0,0,0,0.1349,0.1349,0.1349,0,0.1349,0,0.1349,0,0,0,0.1349,0,0,0.1349,0,0.1349,0,0
2040-06-12 14:00:00,0.1032,0,0,0,0,0,0,0.1032,0.1032,0.1032,0,0.1032,0,0,0,0.1032,0.1032,0.1032,0,0.1032,0,0.1032,0,0,0,0.1032,0,0,0.1032,0,0.1032,0,0
2040-06-12 15:00:00,0.0845,0,0,0,0,0,0,0.0845,0.0845,0.0845,0,0.0845,0,0,0,0.0845,0.0845,0.0845,0,0.0845,0,0.0845,0,0,0,0.0845,0,0,0.0845,0,0.0845,0,0
2040-06-12 16:00:00,0.1263,0,0,0,0,0,0,0.1263,0.1263,0.1263,0,0.1263,0,0,0,0.1263,0.1263,0.1263,0,0.1263,0,0.1263,0,0,0,0.1263,0,0,0.1263,0,0.1263,0,0
2040-06-12 17:00:00,0.232,0,0,0,0,0,0,0.232,0.232,0.232,0,0.232,0,0,0,0.232,0.232,0.232,0,0.232,0,0.232,0,0,0,0.232,0,0,0.232,0,0.232,0,0
2040-06-12 18:00:00,0.3238,0,0,0,0,0,0,0.3238,0.3238,0.3238,0,0.3238,0,0,0,0.3238,0.3238,0.3238,0,0.3238,0,0.3238,0,0,0,0.3238,0,0,0.3238,0,0.3238,0,0
2040-06-12 19:00:00,0.3001,0,0,0,0,0,0,0.3001,0.3001,0.3001,0,0.3001,0,0,0,0.3001,0.3001,0.3001,0,0.3001,0,0.3001,0,0,0,0.3001,0,0,0.3001,0,0.3001,0,0
2040-06-12 20:00:00,0.2086,0,0,0,0,0,0,0.2086,0.2086,0.2086,0,0.2086,0,0,0,0.2086,0.2086,0.2086,0,0.2086,0,0.2086,0,0,0,0.2086,0,0,0.2086,0,0.2086,0,0
2040-06-12 21:00:00,0.1263,0,0,0,0,0,0,0.1263,0.1263,0.1263,0,0.1263,0,0,0,0.1263,0.1263,0.1263,0,0.1263,0,0.1263,0,0,0,0.1263,0,0,0.1263,0,0.1263,0,0
2040-06-12 22:00:00,0.091,0,0,0,0,0,0,0.091,0.091,0.091,0,0.091,0,0,0,0.091,0.091,0.091,0,0.091,0,0.091,0,0,0,0.091,0,0,0.091,0,0.091,0,0
2040-06-12 23:00:00,0.1112,0,0,0,0,0,0,0.1112,0.1112,0.1112,0,0.1112,0,0,0,0.1112,0.1112,0.1112,0,0.1112,0,0.1112,0,0,0,0.1112,0,0,0.1112,0,0.1112,0,0
2040-06-13 00:00:00,0.1966,0,0,0,0,0,0,0.1966,0.1966,0.1966,0,0.1966,0,0,0,0.1966,0.1966,0.1966,0,0.1966,0,0.1966,0,0,0,0.1966,0,0,0.1966,0,0.1966,0,0
2040-06-13 01:00:00,0.3206,0,0,0,0,0,0,0.3206,0.3206,0.3206,0,0.3206,0,0,0,0.3206,0.3206,0.3206,0,0.3206,0,0.3206,0,0,0,0.3206,0,0,0.3206,0,0.3206,0,0
2040-06-13 02:00:00,0.4137,0,0,0,0,0,0,0.4137,0.4137,0.4137,0,0.4137,0,0,0,0.4137,0.4137,0.4137,0,0.4137,0,0.4137,0,0,0,0.4137,0,0,0.4137,0,0.4137,0,0
2040-06-13 03:00:00,0.444,0,0,0,0,0,0,0.444,0.444,0.444,0,0.444,0,0,0,0.444,0.444,0.444,0,0.444,0,0.444,0,0,0,0.444,0,0,0.444,0,0.444,0,0
2040-06-13 04:00:00,0.5122,0,0,0,0,0,0,0.5122,0.5122,0.5122,0,0.5122,0,0,0,0.5122,0.5122,0.5122,0,0.5122,0,0.5122,0,0,0,0.5122,0,0,0.5122,0,0.5122,0,0
2040-06-13 05:00:00,0.5867,0,0,0,0,0,0,0.5867,0.5867,0.5867,0,0.5867,0,0,0,0.5867,0.5867,0.5867,0,0.5867,0,0.5867,0,0,0,0.5867,0,0,0.5867,0,0.5867,0,0
2040-06-13 06:00:00,0.6562,0,0,0,0,0,0,0.6562,0.6562,0.6562,0,0.6562,0,0,0,0.6562,0.6562,0.6562,0,0.6562,0,0.6562,0,0,0,0.6562,0,0,0.6562,0,0.6562,0,0
2040-06-13 07:00:00,0.6978,0,0,0,0,0,0,0.6978,0.6978,0.6978,0,0.6978,0,0,0,0.6978,0.6978,0.6978,0,0.6978,0,0.6978,0,0,0,0.6978,0,0,0.6978,0,0.6978,0,0
2040-06-13 08:00:00,0.7261,0,0,0,0,0,0,0.7261,0.7261,0.7261,0,0.7261,0,0,0,0.7261,0.7261,0.7261,0,0.7261,0,0.7261,0,0,0,0.7261,0,0,0.7261,0,0.7261,0,0
2040-06-13 09:00:00,0.7304,0,0,0,0,0,0,0.7304,0.7304,0.7304,0,0.7304,0,0,0,0.7304,0.7304,0.7304,0,0.7304,0,0.7304,0,0,0,0.7304,0,0,0.7304,0,0.7304,0,0
2040-06-13 10:00:00,0.7071,0,0,0,0,0,0,0.7071,0.7071,0.7071,0,0.7071,0,0,0,0.7071,0.7071,0.7071,0,0.7071,0,0.7071,0,0,0,0.7071,0,0,0.7071,0,0.7071,0,0
2040-06-13 11:00:00,0.6731,0,0,0,0,0,0,0.6731,0.6731,0.6731,0,0.6731,0,0,0,0.6731,0.6731,0.6731,0,0.6731,0,0.6731,0,0,0,0.6731,0,0,0.6731,0,0.6731,0,0
2040-06-13 12:00:00,0.6572,0,0,0,0,0,0,0.6572,0.6572,0.6572,0,0.6572,0,0,0,0.6572,0.6572,0.6572,0,0.6572,0,0.6572,0,0,0,0.6572,0,0,0.6572,0,0.6572,0,0
2040-06-13 13:00:00,0.6361,0,0,0,0,0,0,0.6361,0.6361,0.6361,0,0.6361,0,0,0,0.6361,0.6361,0.6361,0,0.6361,0,0.6361,0,0,0,0.6361,0,0,0.6361,0,0.6361,0,0
2040-06-13 14:00:00,0.5873,0,0,0,0,0,0,0.5873,0.5873,0.5873,0,0.5873,0,0,0,0.5873,0.5873,0.5873,0,0.5873,0,0.5873,0,0,0,0.5873,0,0,0.5873,0,0.5873,0,0
2040-06-13 15:00:00,0.5411,0,0,0,0,0,0,0.5411,0.5411,0.5411,0,0.5411,0,0,0,0.5411,0.5411,0.5411,0,0.5411,0,0.5411,0,0,0,0.5411,0,0,0.5411,0,0.5411,0,0
2040-06-13 16:00:00,0.4771,0,0,0,0,0,0,0.4771,0.4771,0.4771,0,0.4771,0,0,0,0.4771,0.4771,0.4771,0,0.4771,0,0.4771,0,0,0,0.4771,0,0,0.4771,0,0.4771,0,0
2040-06-13 17:00:00,0.3878,0,0,0,0,0,0,0.3878,0.3878,0.3878,0,0.3878,0,0,0,0.3878,0.3878,0.3878,0,0.3878,0,0.3878,0,0,0,0.3878,0,0,0.3878,0,0.3878,0,0
2040-06-13 18:00:00,0.3776,0,0,0,0,0,0,0.3776,0.3776,0.3776,0,0.3776,0,0,0,0.3776,0.3776,0.3776,0,0.3776,0,0.3776,0,0,0,0.3776,0,0,0.3776,0,0.3776,0,0
2040-06-13 19:00:00,0.4062,0,0,0,0,0,0,0.4062,0.4062,0.4062,0,0.4062,0,0,0,0.4062,0.4062,0.4062,0,0.4062,0,0.4062,0,0,0,0.4062,0,0,0.4062,0,0.4062,0,0
2040-06-13 20:00:00,0.4078,0,0,0,0,0,0,0.4078,0.4078,0.4078,0,0.4078,0,0,0,0.4078,0.4078,0.4078,0,0.4078,0,0.4078,0,0,0,0.4078,0,0,0.4078,0,0.4078,0,0
2040-06-13 21:00:00,0.4027,0,0,0,0,0,0,0.4027,0.4027,0.4027,0,0.4027,0,0,0,0.4027,0.4027,0.4027,0,0.4027,0,0.4027,0,0,0,0.4027,0,0,0.4027,0,0.4027,0,0
2040-06-13 22:00:00,0.4168,0,0,0,0,0,0,0.4168,0.4168,0.4168,0,0.4168,0,0,0,0.4168,0.4168,0.4168,0,0.4168,0,0.4168,0,0,0,0.4168,0,0,0.4168,0,0.4168,0,0
2040-06-13 23:00:00,0.4176,0,0,0,0,0,0,0.4176,0.4176,0.4176,0,0.4176,0,0,0,0.4176,0.4176,0.4176,0,0.4176,0,0.4176,0,0,0,0.4176,0,0,0.4176,0,0.4176,0,0
2040-06-14 00:00:00,0.401,0,0,0,0,0,0,0.401,0.401,0.401,0,0.401,0,0,0,0.401,0.401,0.401,0,0.401,0,0.401,0,0,0,0.401,0,0,0.401,0,0.401,0,0
2040-06-14 01:00:00,0.3696,0,0,0,0,0,0,0.3696,0.3696,0.3696,0,0.3696,0,0,0,0.3696,0.3696,0.3696,0,0.3696,0,0.3696,0,0,0,0.3696,0,0,0.3696,0,0.3696,0,0
2040-06-14 02:00:00,0.3287,0,0,0,0,0,0,0.3287,0.3287,0.3287,0,0.3287,0,0,0,0.3287,0.3287,0.3287,0,0.3287,0,0.3287,0,0,0,0.3287,0,0,0.3287,0,0.3287,0,0
2040-06-14 03:00:00,0.3006,0,0,0,0,0,0,0.3006,0.3006,0.3006,0,0.3006,0,0,0,0.3006,0.3006,0.3006,0,0.3006,0,0.3006,0,0,0,0.3006,0,0,0.3006,0,0.3006,0,0
2040-06-14 04:00:00,0.2866,0,0,0,0,0,0,0.2866,0.2866,0.2866,0,0.2866,0,0,0,0.2866,0.2866,0.2866,0,0.2866,0,0.2866,0,0,0,0.2866,0,0,0.2866,0,0.2866,0,0
2040-06-14 05:00:00,0.1954,0,0,0,0,0,0,0.1954,0.1954,0.1954,0,0.1954,0,0,0,0.1954,0.1954,0.1954,0,0.1954,0,0.1954,0,0,0,0.1954,0,0,0.1954,0,0.1954,0,0
2040-06-14 06:00:00,0.1618,0,0,0,0,0,0,0.1618,0.1618,0.1618,0,0.1618,0,0,0,0.1618,0.1618,0.1618,0,0.1618,0,0.1618,0,0,0,0.1618,0,0,0.1618,0,0.1618,0,0
2040-06-14 07:00:00,0.1818,0,0,0,0,0,0,0.1818,0.1818,0.1818,0,0.1818,0,0,0,0.1818,0.1818,0.1818,0,0.1818,0,0.1818,0,0,0,0.1818,0,0,0.1818,0,0.1818,0,0
2040-06-14 08:00:00,0.1795,0,0,0,0,0,0,0.1795,0.1795,0.1795,0,0.1795,0,0,0,0.1795,0.1795,0.1795,0,0.1795,0,0.1795,0,0,0,0.1795,0,0,0.1795,0,0.1795,0,0
2040-06-14 09:00:00,0.1696,0,0,0,0,0,0,0.1696,0.1696,0.1696,0,0.1696,0,0,0,0.1696,0.1696,0.1696,0,0.1696,0,0.1696,0,0,0,0.1696,0,0,0.1696,0,0.1696,0,0
2040-06-14 10:00:00,0.1992,0,0,0,0,0,0,0.1992,0.1992,0.1992,0,0.1992,0,0,0,0.1992,0.1992,0.1992,0,0.1992,0,0.1992,0,0,0,0.1992,0,0,0.1992,0,0.1992,0,0
2040-06-14 11:00:00,0.23,0,0,0,0,0,0,0.23,0.23,0.23,0,0.23,0,0,0,0.23,0.23,0.23,0,0.23,0,0.23,0,0,0,0.23,0,0,0.23,0,0.23,0,0
2040-06-14 12:00:00,0.217,0,0,0,0,0,0,0.217,0.217,0.217,0,0.217,0,0,0,0.217,0.217,0.217,0,0.217,0,0.217,0,0,0,0.217,0,0,0.217,0,0.217,0,0
2040-06-14 13:00:00,0.1934,0,0,0,0,0,0,0.1934,0.1934,0.1934,0,0.1934,0,0,0,0.1934,0.1934,0.1934,0,0.1934,0,0.1934,0,0,0,0.1934,0,0,0.1934,0,0.1934,0,0
2040-06-14 14:00:00,0.1385,0,0,0,0,0,0,0.1385,0.1385,0.1385,0,0.1385,0,0,0,0.1385,0.1385,0.1385,0,0.1385,0,0.1385,0,0,0,0.1385,0,0,0.1385,0,0.1385,0,0
2040-06-14 15:00:00,0.075,0,0,0,0,0,0,0.075,0.075,0.075,0,0.075,0,0,0,0.075,0.075,0.075,0,0.075,0,0.075,0,0,0,0.075,0,0,0.075,0,0.075,0,0
2040-06-14 16:00:00,0.0256,0,0,0,0,0,0,0.0256,0.0256,0.0256,0,0.0256,0,0,0,0.0256,0.0256,0.0256,0,0.0256,0,0.0256,0,0,0,0.0256,0,0,0.0256,0,0.0256,0,0
2040-06-14 17:00:00,0.0033,0,0,0,0,0,0,0.0033,0.0033,0.0033,0,0.0033,0,0,0,0.0033,0.0033,0.0033,0,0.0033,0,0.0033,0,0,0,0.0033,0,0,0.0033,0,0.0033,0,0
2040-06-14 18:00:00,0.0008,0,0,0,0,0,0,0.0008,0.0008,0.0008,0,0.0008,0,0,0,0.0008,0.0008,0.0008,0,0.0008,0,0.0008,0,0,0,0.0008,0,0,0.0008,0,0.0008,0,0
2040-06-14 19:00:00,0.0203,0,0,0,0,0,0,0.0203,0.0203,0.0203,0,0.0203,0,0,0,0.0203,0.0203,0.0203,0,0.0203,0,0.0203,0,0,0,0.0203,0,0,0.0203,0,0.0203,0,0
2040-06-14 20:00:00,0.075,0,0,0,0,0,0,0.075,0.075,0.075,0,0.075,0,0,0,0.075,0.075,0.075,0,0.075,0,0.075,0,0,0,0.075,0,0,0.075,0,0.075,0,0
2040-06-14 21:00:00,0.1213,0,0,0,0,0,0,0.1213,0.1213,0.1213,0,0.1213,0,0,0,0.1213,0.1213,0.1213,0,0.1213,0,0.1213,0,0,0,0.1213,0,0,0.1213,0,0.1213,0,0
2040-06-14 22:00:00,0.1438,0,0,0,0,0,0,0.1438,0.1438,0.1438,0,0.1438,0,0,0,0.1438,0.1438,0.1438,0,0.1438,0,0.1438,0,0,0,0.1438,0,0,0.1438,0,0.1438,0,0
2040-06-14 23:00:00,0.1559,0,0,0,0,0,0,0.1559,0.1559,0.1559,0,0.1559,0,0,0,0.1559,0.1559,0.1559,0,0.1559,0,0.1559,0,0,0,0.1559,0,0,0.1559,0,0.1559,0,0
2040-06-15 00:00:00,0.1645,0,0,0,0,0,0,0.1645,0.1645,0.1645,0,0.1645,0,0,0,0.1645,0.1645,0.1645,0,0.1645,0,0.1645,0,0,0,0.1645,0,0,0.1645,0,0.1645,0,0
